sample_name	run	year_uid	uid	curid	year	date	col_area	valley_position	sex	age	ageclass	massjun	massaug	mgr	*organism	*collection_date	*env_broad_scale	*env_local_scale	*env_medium	*geo_loc_name	*host	*lat_lon	strain	*isol_growth_condt
UDX0199	2	2018_7390_7391	7390_7391	7390_7391	2018	16-Jul-18	rvannex	DV	F	3	A	2368.073964	3052.442828	9.004853474	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0200	2	2018_7828_7874	7828_7874	7828_7874	2018	7-Jun-18	gothictown	DV	F	1	Y	2123.480415	3358.898488	16.25550096	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0201	2	2018_8246_8319	8246_8319	8246_8319	2018	25-Jul-18	picnic_lower	UV	F	1	Y	1376.910449	2930.008649	20.43550263	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0202	2	2018_7269_7497	7269_7497	7269_7497	2018	18-Jun-18	gothictown	DV	F	1	Y	2037.503807	3403.440074	17.97284562	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0203	2	2018_7310_7303	7310_7303	7851_7303	2018	2-Jul-18	gothictown	DV	F	4	A	2640.426584	3594.203475	12.54969593	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0204	2	2018_8476_8478	8476_8478	8476_8478	2018	12-Jun-18	mm_maintalus	UV	F	1	Y	1497.203403	2868.513955	18.04355989	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0205	2	2018_7365_7368	7365_7368	7365_7368	2018	11-Jul-18	picnic_lower	UV	F	4	A	2540.825294	3413.578222	11.48359116	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0206	2	2018_7635_7645	7635_7645	7635_7645	2018	14-Jun-18	boulder	UV	F	3	A	2552.812401	3610.859343	13.92167029	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0207	2	2018_7635_7645	7635_7645	7635_7645	2018	12-Jul-18	boulder	UV	F	3	A	2552.812401	3610.859343	13.92167029	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0208	2	BLANK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
UDX0209	2	(-) control PCR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	marmot	missing	NA	NA	missing	missing	marmota	missing	missing	missing
